Course Registration System - Summary Report
Generated At : 2026-09-23 18:41:57
App Version  : 2.1 (Multi-Student ID Supported)
Endianness   : Little-Endian
Encoding     : UTF-8 (fixed-length)
Files        : students.dat, courses.dat, enrollments.dat

=== รายวิชา (Courses) ===
------------------------------------------------------------------------------------------------------------------------
| ID     | Code       | Title                | Category     | Credits | Fee       | Status  | Full  | Instructor             |
------------------------------------------------------------------------------------------------------------------------
| 1001   | COM101     | Computer Programming | Core         | 3       | 800.00    | Active  | No    | รศ.ดร.วิชัย ปัญญาเลิศ  |
| 1002   | COM102     | Data Structures      | Core         | 3       | 1200.00   | Active  | No    | -                      |
| 1003   | COM103     | Algorithm Design     | Core         | 2       | 1000.00   | Active  | No    | อ.ดร.ปราณี ใฝ่รู้      |
| 1004   | COM104     | Database Systems     | Core         | 3       | 500.00    | Active  | Yes   | อ.สมศักดิ์ วิชาการ     |
| 1005   | COM105     | Operating Systems    | Core         | 4       | 2000.00   | Active  | No    | อ.สุดา เมตตา           |
| 1006   | COM106     | Computer Networks    | Core         | 3       | 1200.00   | Active  | No    | -                      |
| 1007   | COM107     | Software Engineering | Core         | 1       | 1500.00   | Deleted | No    | อ.ดร.ปราณี ใฝ่รู้      |
| 1008   | COM108     | Web Development      | Elective     | 4       | 1500.00   | Active  | No    | ผศ.ดร.ธนา ก้าวหน้า     |
| 1009   | COM109     | Mobile App Developme | Elective     | 3       | 1200.00   | Active  | No    | อ.ดร.ปราณี ใฝ่รู้      |
| 1010   | COM110     | Machine Learning     | Elective     | 4       | 4500.00   | Active  | No    | อ.สมศักดิ์ วิชาการ     |
| 1011   | COM111     | Data Engineering     | Elective     | 2       | 1000.00   | Active  | No    | รศ.ดร.วิชัย ปัญญาเลิศ  |
| 1012   | COM112     | Cloud Computing      | Elective     | 2       | 1500.00   | Active  | No    | ผศ.ดร.ธนา ก้าวหน้า     |
| 1013   | COM113     | Cyber Security       | Elective     | 4       | 500.00    | Active  | No    | อ.มาลี สอนดี           |
| 1014   | COM114     | Computer Graphics    | Elective     | 1       | 1000.00   | Active  | No    | ผศ.ดร.ธนา ก้าวหน้า     |
| 1015   | COM115     | Artificial Intellige | Elective     | 3       | 1200.00   | Active  | No    | อ.ดร.ปราณี ใฝ่รู้      |
| 1016   | GEN116     | English Communicatio | GenEd        | 2       | 800.00    | Active  | Yes   | อ.มาลี สอนดี           |
| 1017   | GEN117     | Thai for Communicati | GenEd        | 3       | 1200.00   | Active  | No    | อ.สุดา เมตตา           |
| 1018   | GEN118     | Life and Social Skil | GenEd        | 3       | 500.00    | Active  | No    | ผศ.ดร.ธนา ก้าวหน้า     |
| 1019   | GEN119     | Critical Thinking    | GenEd        | 2       | 1200.00   | Active  | No    | อ.สมศักดิ์ วิชาการ     |
| 1020   | GEN120     | Environmental Scienc | GenEd        | 2       | 2000.00   | Deleted | No    | อ.ดร.ปราณี ใฝ่รู้      |
| 1021   | GEN121     | Business English     | GenEd        | 4       | 2000.00   | Active  | No    | ผศ.ดร.ธนา ก้าวหน้า     |
| 1022   | MTH122     | Calculus I           | Core         | 3       | 2000.00   | Active  | No    | อ.สมศักดิ์ วิชาการ     |
| 1023   | MTH123     | Calculus II          | Core         | 3       | 1000.00   | Active  | No    | -                      |
| 1024   | MTH124     | Linear Algebra       | Core         | 3       | 800.00    | Active  | No    | -                      |
| 1025   | MTH125     | Discrete Mathematics | Core         | 1       | 1000.00   | Active  | No    | อ.ดร.ปราณี ใฝ่รู้      |
| 1026   | MTH126     | Statistics for Engin | Core         | 1       | 1000.00   | Active  | No    | อ.สุดา เมตตา           |
| 1027   | PHY127     | Physics I            | Core         | 1       | 2000.00   | Active  | No    | อ.ดร.ปราณี ใฝ่รู้      |
| 1028   | PHY128     | Physics Laboratory   | Core         | 4       | 1000.00   | Active  | No    | อ.มาลี สอนดี           |
| 1029   | CHM129     | General Chemistry    | Core         | 3       | 800.00    | Deleted | No    | ผศ.ดร.ธนา ก้าวหน้า     |
| 1030   | CHM130     | Chemistry Laboratory | Core         | 3       | 1500.00   | Active  | No    | ผศ.ดร.ธนา ก้าวหน้า     |
| 1031   | SPT131     | Table Tennis         | Sport        | 3       | 0.00      | Active  | No    | -                      |
| 1032   | SPT132     | Basketball           | Sport        | 3       | 0.00      | Active  | Yes   | อ.สุดา เมตตา           |
| 1033   | SPT133     | Swimming             | Sport        | 4       | 0.00      | Active  | No    | อ.สมศักดิ์ วิชาการ     |
| 1034   | SPT134     | Badminton            | Sport        | 3       | 0.00      | Active  | No    | อ.ดร.ปราณี ใฝ่รู้      |
| 1035   | SPT135     | Football             | Sport        | 2       | 0.00      | Active  | No    | อ.ดร.ปราณี ใฝ่รู้      |
| 1036   | SPT136     | Volleyball           | Sport        | 3       | 0.00      | Active  | No    | อ.สมศักดิ์ วิชาการ     |
| 1037   | ART137     | Music Appreciation   | Elective     | 2       | 1200.00   | Active  | No    | อ.ดร.ปราณี ใฝ่รู้      |
| 1038   | ART138     | Digital Photography  | Elective     | 2       | 1500.00   | Deleted | No    | อ.สุดา เมตตา           |
| 1039   | ART139     | Design Thinking      | Elective     | 2       | 500.00    | Active  | No    | -                      |
| 1040   | ART140     | Creative Writing     | Elective     | 3       | 800.00    | Active  | No    | อ.สุดา เมตตา           |
| 1041   | BUS141     | Principles of Manage | Elective     | 2       | 1000.00   | Active  | No    | อ.สุดา เมตตา           |
| 1042   | BUS142     | Marketing Basics     | Elective     | 4       | 500.00    | Active  | No    | -                      |
| 1043   | BUS143     | Accounting for Non-M | Elective     | 4       | 500.00    | Active  | No    | อ.สมศักดิ์ วิชาการ     |
| 1044   | BUS144     | Entrepreneurship     | Elective     | 3       | 500.00    | Active  | No    | อ.ดร.ปราณี ใฝ่รู้      |
| 1045   | BUS145     | Project Management   | Elective     | 3       | 1000.00   | Active  | No    | อ.สุดา เมตตา           |
| 1046   | ENG146     | Engineering Drawing  | Core         | 3       | 1000.00   | Active  | No    | อ.ดร.ปราณี ใฝ่รู้      |
| 1047   | ENG147     | Materials Science    | Core         | 3       | 1500.00   | Active  | No    | รศ.ดร.วิชัย ปัญญาเลิศ  |
| 1048   | ENG148     | Thermodynamics       | Core         | 3       | 1500.00   | Active  | No    | อ.ดร.ปราณี ใฝ่รู้      |
| 1049   | ENG149     | Circuit Analysis     | Core         | 3       | 500.00    | Deleted | No    | อ.ดร.ปราณี ใฝ่รู้      |
| 1050   | ENG150     | Digital Logic Design | Core         | 3       | 1200.00   | Active  | No    | อ.สมศักดิ์ วิชาการ     |
| 1051   | LAW151     | Introduction to Law  | GenEd        | 1       | 1200.00   | Active  | No    | อ.ดร.ปราณี ใฝ่รู้      |
| 1052   | LAW152     | Cyber Law and Ethics | GenEd        | 1       | 2000.00   | Active  | No    | อ.สุดา เมตตา           |
| 1053   | PSY153     | General Psychology   | GenEd        | 3       | 800.00    | Active  | No    | อ.ดร.ปราณี ใฝ่รู้      |
| 1054   | PSY154     | Human Behavior       | GenEd        | 2       | 1000.00   | Active  | No    | อ.มาลี สอนดี           |
| 1055   | HIS155     | Thai History and Cul | GenEd        | 1       | 800.00    | Active  | No    | -                      |
------------------------------------------------------------------------------------------------------------------------

=== นักศึกษา (Students) ===
---------------------------------------------------------------------------
| YearID | Code            | Name                      | Major           | Status  |
---------------------------------------------------------------------------
| 69     | 2268483480639   | สมชาย ทองแท้              | DS              | Active  |
| 69     | 2090481474485   | ศิริพร เจริญสุข           | CS              | Active  |
| 67     | 6607486648910   | นภัส บุญมี                | EE              | Active  |
| 68     | 8561755916317   | อนันต์ สินทรัพย์          | EE              | Active  |
| 68     | 1876634495450   | อารยา ทองแท้              | INE             | Active  |
| 67     | 4691070648042   | สุชาดา แสงทอง             | INE             | Deleted |
| 69     | 7988460113336   | สมหญิง เจริญสุข           | ME              | Active  |
| 67     | 3312681667749   | ณัฐวรรณวิไลลักษณ          | IT              | Active  |
| 67     | 7468429747940   | ธนกร ใจดี                 | EE              | Active  |
| 69     | 4655145087122   | ศิริพร เจริญสุข           | ME              | Active  |
| 68     | 5489834384040   | ศิริพร แสงทอง             | IT              | Active  |
| 68     | 6306879250377   | ภาคิน ทองแท้              | CS              | Active  |
| 69     | 1404497994538   | สุชาดา แสงทอง             | Computer Engine | Active  |
| 69     | 7699576053897   | ปกรณ์ วงศ์ไทย             | ME              | Active  |
| 67     | 8731786395582   | สุชาดา พัฒนา              | CS              | Active  |
| 68     | 8179853296239   | วรรณา อยู่ดี              | DS              | Active  |
| 67     | 5853801944808   | อารยา สินทรัพย์           | INE             | Active  |
| 67     | 1287016629446   | ณัฐวุฒิ เจริญสุข          | CS              | Deleted |
| 69     | 8385245333731   | ภาคิน ทองแท้              | SE              | Active  |
| 69     | 3464179289109   | อารยา ใจดี                | SE              | Active  |
| 67     | 8700696314932   | ศิริพร ศรีสุข             | SE              | Active  |
| 68     | 2464699870360   | ศิริพร พูนทรัพย์          | SE              | Active  |
| 67     | 4787882041995   | สุชาดา พัฒนา              | INE             | Active  |
| 68     | 3960691719584   | อรทัย รักเรียน            | CA              | Active  |
| 68     | 8092317319019   | ปกรณ์ บุญมี               | INE             | Active  |
| 69     | 5253993910905   | ศิริพร เจริญสุข           | INE             | Active  |
| 69     | 1298964874229   | ศิริพร พัฒนา              | ME              | Active  |
| 68     | 4865418444503   | ปิยะ พูนทรัพย์            | SE              | Active  |
| 68     | 5002091636976   | สุชาดา อยู่ดี             | SE              | Active  |
| 68     | 1725753235211   | ชนิดา บุญมี               | CA              | Deleted |
| 67     | 9768397472299   | อนันต์ พูนทรัพย์          | EE              | Active  |
| 69     | 9031078212228   | อรทัย บุญมี               | IT              | Active  |
| 67     | 2907533951807   | พิมพ์ชนก แสงทอง           | DS              | Active  |
| 67     | 7605307136431   | ณัฐวุฒิ แสงทอง            | ME              | Active  |
| 68     | 8622358463191   | อรทัย รักเรียน            | ME              | Active  |
| 67     | 4575697548222   | วีรภัทร พัฒนา             | DS              | Active  |
| 69     | 8750971927027   | วีรภัทร อยู่ดี            | SE              | Active  |
| 68     | 4837888879453   | ธนกร ใจดี                 | INE             | Active  |
| 68     | 8716786084060   | อารยา รักเรียน            | EE              | Active  |
| 69     | 2303469891936   | สุชาดา แสงทอง             | ME              | Active  |
| 68     | 8445869238865   | ชลธิชา วงศ์ไทย            | INE             | Active  |
| 69     | 6983375283213   | อนันต์ สินทรัพย์          | CS              | Deleted |
| 67     | 5466107487670   | อรทัย มั่นคง              | CS              | Active  |
| 67     | 3439890389482   | สุชาดา วงศ์ไทย            | SE              | Active  |
| 68     | 6600493326955   | ปกรณ์ นะจ๊ะ               | INE             | Active  |
| 67     | 7153747468743   | อารยา เจริญสุข            | CS              | Active  |
| 67     | 2327450342740   | วรรณา อยู่ดี              | INE             | Active  |
| 68     | 4988744030376   | ธีรเดช ใจดี               | DS              | Active  |
| 68     | 3309630112311   | สุชาดา ศรีสุข             | EE              | Active  |
| 68     | 7585868797394   | สมหญิง มั่นคง             | DS              | Active  |
| 69     | 1470640455910   | ชลธิชา อยู่ดี             | ME              | Active  |
| 69     | 1738071931432   | กิตติ สินทรัพย์           | CS              | Active  |
| 69     | 3862152836291   | วีรภัทร สินทรัพย์         | CA              | Active  |
| 68     | 6106337287792   | ปิยะ แสงทอง               | INE             | Deleted |
| 69     | 2590631322160   | อนันต์ บุญมี              | CS              | Active  |
| 68     | 4737604234906   | กิตติ พูนทรัพย์           | EE              | Active  |
| 69     | 1564790431616   | ณัฐวุฒิ ใจดี              | INE             | Active  |
| 68     | 5340088609856   | สมชาย นะจ๊ะ               | INE             | Active  |
| 67     | 9239178833181   | อารยา อยู่ดี              | IT              | Active  |
| 69     | 3380938705062   | อรทัย สินทรัพย์           | ME              | Active  |
---------------------------------------------------------------------------

=== การลงทะเบียน (Enrollments) ===
---------------------------------------------------------------------------
| EnrollID  | StudentCode     | CourseID  | Date                 | Status    |
---------------------------------------------------------------------------
| 1         | 8716786084060   | 1024      | 2026-09-01 09:07:00  | Active    |
| 2         | 6306879250377   | 1044      | 2026-09-01 09:14:00  | Active    |
| 3         | 4691070648042   | 1017      | 2026-09-01 09:21:00  | Active    |
| 4         | 5489834384040   | 1036      | 2026-09-01 09:28:00  | Active    |
| 5         | 2464699870360   | 1034      | 2026-09-01 09:35:00  | Active    |
| 6         | 9239178833181   | 1036      | 2026-09-01 09:42:00  | Active    |
| 7         | 6306879250377   | 1003      | 2026-09-01 09:49:00  | Active    |
| 8         | 5002091636976   | 1040      | 2026-09-01 09:56:00  | Active    |
| 9         | 3309630112311   | 1025      | 2026-09-01 10:03:00  | Active    |
| 10        | 4787882041995   | 1026      | 2026-09-01 10:10:00  | Cancelled |
| 11        | 3380938705062   | 1041      | 2026-09-01 10:17:00  | Active    |
| 12        | 7699576053897   | 1022      | 2026-09-01 10:24:00  | Active    |
| 13        | 5466107487670   | 1018      | 2026-09-01 10:31:00  | Active    |
| 14        | 4655145087122   | 1030      | 2026-09-01 10:38:00  | Active    |
| 15        | 1404497994538   | 1034      | 2026-09-01 10:45:00  | Active    |
| 16        | 3862152836291   | 1008      | 2026-09-01 10:52:00  | Active    |
| 17        | 4988744030376   | 1003      | 2026-09-01 10:59:00  | Active    |
| 18        | 1725753235211   | 1046      | 2026-09-01 11:06:00  | Active    |
| 19        | 7585868797394   | 1047      | 2026-09-01 11:13:00  | Active    |
| 20        | 4575697548222   | 1044      | 2026-09-01 11:20:00  | Cancelled |
| 21        | 8622358463191   | 1019      | 2026-09-01 11:27:00  | Active    |
| 22        | 8561755916317   | 1046      | 2026-09-01 11:34:00  | Active    |
| 23        | 3309630112311   | 1053      | 2026-09-01 11:41:00  | Active    |
| 24        | 3862152836291   | 1013      | 2026-09-01 11:48:00  | Active    |
| 25        | 2907533951807   | 1033      | 2026-09-01 11:55:00  | Active    |
| 26        | 7699576053897   | 1009      | 2026-09-01 12:02:00  | Active    |
| 27        | 4787882041995   | 1008      | 2026-09-01 12:09:00  | Active    |
| 28        | 8750971927027   | 1019      | 2026-09-01 12:16:00  | Active    |
| 29        | 1404497994538   | 1009      | 2026-09-01 12:23:00  | Active    |
| 30        | 4787882041995   | 1018      | 2026-09-01 12:30:00  | Cancelled |
| 31        | 8750971927027   | 1033      | 2026-09-01 12:37:00  | Active    |
| 32        | 8385245333731   | 1045      | 2026-09-01 12:44:00  | Active    |
| 33        | 3464179289109   | 1018      | 2026-09-01 12:51:00  | Active    |
| 34        | 3309630112311   | 1055      | 2026-09-01 12:58:00  | Active    |
